Category,Dose,GeoType,Geography,Year,Estimate,Population,SurveyedPercent,Exemptions,SurveyType
Hepatitis B,,States,District of Columbia,2022,92.2,8064.0,100.0,,Census
Exemption,Non-Medical Exemption,States,District of Columbia,2022,0.9,8064.0,100.0,74.0,Census
Exemption,Medical Exemption,States,District of Columbia,2022,0.3,8064.0,100.0,27.0,Census
Exemption,Any Exemption,States,District of Columbia,2022,1.3,8064.0,100.0,101.0,Census
Varicella,UTD (unknown disease history),States,District of Columbia,2022,86.8,8064.0,100.0,,Census
Polio,,States,District of Columbia,2022,87.8,8064.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Kansas,2011,,38402.0,52.7,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2012,,40738.0,31.8,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2009,97.1,39073.0,39.1,,Stratified 1-stage sample  (Public).  Census (Private)
MMR,,States,Kansas,2021,91.0,36526.0,29.5,,Stratified 1-stage cluster sample
MMR,,States,Kansas,2019,90.0,37865.0,34.3,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2020,92.6,34687.0,32.7,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2017,89.1,38484.0,23.1,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2018,90.8,37838.0,23.1,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2016,89.5,38298.0,22.9,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2015,87.9,39555.0,21.0,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2014,88.9,39685.0,24.5,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2013,85.5,41107.0,29.0,,Stratified 1-stage sample (Public); Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2012,88.4,40738.0,31.8,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2011,85.9,38402.0,52.7,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Kansas,2009,85.3,39073.0,39.1,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2021,,36526.0,29.5,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Kansas,2009,,39073.0,39.1,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2021,90.0,36526.0,29.5,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2020,90.8,34687.0,32.7,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2019,89.7,37865.0,34.3,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2018,91.0,37838.0,23.1,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2017,89.5,38484.0,23.1,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2015,89.4,39555.0,21.0,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2014,89.2,39685.0,24.5,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2013,86.9,41107.0,29.0,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2012,90.0,40738.0,31.8,,Stratified 1-stage sample  (Public);  Census (Private)
MMR,,States,Kansas,2011,88.2,38402.0,52.7,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2011,88.0,38402.0,52.7,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2010,,,,,
"DTP, DTaP, or DT",,States,Kansas,2015,89.4,39555.0,21.0,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2014,89.6,39685.0,24.5,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Kansas,2013,87.6,41107.0,29.0,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2012,88.9,40738.0,31.8,,Stratified 1-stage sample  (Public);  Census (Private)
"DTP, DTaP, or DT",,States,Kansas,2016,88.7,38298.0,22.9,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2010,,,,,
Hepatitis B,,States,Kansas,2011,95.8,38402.0,52.7,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2015,,39555.0,21.0,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2014,,39685.0,24.5,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2013,,41107.0,29.0,,Stratified 1-stage sample (Public); Census (Private)
Varicella,1 Dose (unknown disease history),States,Kansas,2019,,37865.0,34.3,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Kansas,2020,,34687.0,32.7,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2016,96.7,38298.0,22.9,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2017,96.4,38484.0,23.1,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2015,96.8,39555.0,21.0,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2014,97.6,39685.0,24.5,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2013,95.3,41107.0,29.0,,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Kansas,2012,88.1,40738.0,31.8,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2016,88.8,38298.0,22.9,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2018,89.2,37838.0,23.1,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2017,88.3,38484.0,23.1,,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2009,97.0,39073.0,39.1,,Stratified 1-stage sample  (Public);  Census (Private)
Varicella,2 Doses (unknown disease history),States,Kansas,2021,90.2,36526.0,29.5,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2019,89.1,37865.0,34.3,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Kansas,2020,91.8,34687.0,32.7,,Stratified 2-stage cluster sample
MMR,,States,Kansas,2010,,,,,
MMR,,States,Kansas,2009,90.9,39073.0,39.1,,Stratified 1-stage sample  (Public);  Census (Private)
Exemption,Medical Exemption,States,Kentucky,2009,0.3,56526.0,,170.0,Census
Polio,,States,Kentucky,2021,87.8,59233.0,91.5,,Census
Polio,,States,Kentucky,2020,90.1,59233.0,86.4,,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Kentucky,2017,0.3,55152.0,,174.0,Census
Exemption,Medical Exemption,States,Kentucky,2016,0.4,51487.0,,217.0,Census
Exemption,Medical Exemption,States,Kentucky,2015,0.2,54353.0,,129.0,Census
Exemption,Medical Exemption,States,Kentucky,2014,0.2,57884.0,,116.0,Census
Polio,,States,Kentucky,2017,94.0,55152.0,99.0,,Census
Polio,,States,Kentucky,2016,92.7,51487.0,92.9,,Census
Polio,,States,Kentucky,2018,94.1,55587.0,99.0,,Census
Polio,,States,Kentucky,2019,94.1,59233.0,92.9,,Census
Polio,,States,Kentucky,2012,94.3,58466.0,97.2,,Census
Polio,,States,Kentucky,2013,94.3,57857.0,100.0,,Census
Polio,,States,Kentucky,2014,94.7,57884.0,97.2,,Census
Polio,,States,Kentucky,2015,94.3,54353.0,99.5,,Census
Hepatitis B,,States,Kentucky,2019,93.7,59233.0,92.9,,Census
Hepatitis B,,States,Kentucky,2018,93.4,55587.0,99.0,,Census
Hepatitis B,,States,Kentucky,2020,89.0,59233.0,86.4,,Census (public). voluntary response (private)
Hepatitis B,,States,Kentucky,2021,87.7,59233.0,91.5,,Census
Polio,,States,Kentucky,2009,94.1,56526.0,92.9,,Census
Polio,,States,Kentucky,2010,,,,,
Polio,,States,Kentucky,2011,95.0,58185.0,91.8,,Census
Exemption,Any Exemption,States,Kentucky,2021,1.3,59233.0,91.5,774.0,Census
Exemption,Any Exemption,States,Kentucky,2020,1.0,59233.0,86.4,569.0,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Kentucky,2019,1.8,59233.0,,1082.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2021,1.1,59233.0,91.5,679.0,Census
Exemption,Any Exemption,States,Kentucky,2009,0.6,56526.0,,363.0,Census
Exemption,Any Exemption,States,Kentucky,2010,,,,,
Exemption,Non-Medical Exemption,States,Kentucky,2019,1.4,59233.0,,809.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2020,0.8,59233.0,86.4,478.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Kentucky,2018,1.2,55587.0,,661.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2017,1.1,55152.0,,623.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2016,0.7,51487.0,,366.0,Census
Exemption,Any Exemption,States,Kentucky,2011,0.6,58185.0,,318.0,Census
Exemption,Any Exemption,States,Kentucky,2017,1.4,55152.0,,797.0,Census
Exemption,Any Exemption,States,Kentucky,2016,1.1,51487.0,,583.0,Census
Exemption,Any Exemption,States,Kentucky,2015,0.9,54353.0,,510.0,Census
Exemption,Any Exemption,States,Kentucky,2014,0.9,57884.0,,494.0,Census
Exemption,Any Exemption,States,Kentucky,2013,0.9,57857.0,,505.0,Census
Exemption,Any Exemption,States,Kentucky,2012,0.7,58466.0,,414.0,Census
Varicella,UTD (unknown disease history),States,Kentucky,2021,85.6,59233.0,91.5,,Census
Varicella,UTD (unknown disease history),States,Kentucky,2020,88.3,59233.0,86.4,,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Kentucky,2013,0.3,57857.0,,148.0,Census
Exemption,Medical Exemption,States,Kentucky,2012,0.2,58466.0,,128.0,Census
Exemption,Medical Exemption,States,Kentucky,2011,0.2,58185.0,,104.0,Census
Exemption,Medical Exemption,States,Kentucky,2010,,,,,
Exemption,Medical Exemption,States,Kentucky,2021,0.2,59233.0,91.5,95.0,Census
Exemption,Medical Exemption,States,Kentucky,2020,0.2,59233.0,86.4,92.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Kentucky,2018,0.3,55587.0,,140.0,Census
Exemption,Medical Exemption,States,Kentucky,2019,0.5,59233.0,,274.0,Census
MMR (PAC),MMR (PAC),States,Kentucky,2024,98.0,51319.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Kentucky,2024,86.2,51319.0,100.0,,Census
Exemption,Any Exemption,States,Kentucky,2024,2.2,51319.0,100.0,1114.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2024,2.0,51319.0,100.0,1041.0,Census
Exemption,Medical Exemption,States,Kentucky,2024,0.1,51319.0,100.0,73.0,Census
Polio,,States,Kentucky,2024,86.7,51319.0,100.0,,Census
Hepatitis B,,States,Kentucky,2024,87.8,51319.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Kentucky,2024,86.2,51319.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Kentucky,2024,,51319.0,100.0,,Census
MMR,,States,Kentucky,2024,86.9,51319.0,100.0,,Census
"DTP, DTaP, or DT",,States,Kentucky,2024,86.2,51319.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Kentucky,2017,98.6,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2018,98.6,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2019,98.2,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2020,99.0,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2021,98.7,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2022,98.3,,,,
MMR (PAC),MMR (PAC),States,Kentucky,2023,97.7,,,,
Varicella,UTD (unknown disease history),States,Kentucky,2023,89.4,52609.0,100.0,,Census
Exemption,Any Exemption,States,Kentucky,2023,2.3,52609.0,100.0,1184.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2023,2.0,52609.0,100.0,1073.0,Census
Exemption,Medical Exemption,States,Kentucky,2023,0.2,52609.0,100.0,111.0,Census
Polio,,States,Kentucky,2023,91.7,52609.0,100.0,,Census
Hepatitis B,,States,Kentucky,2023,90.8,52609.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Kentucky,2023,89.4,52609.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Kentucky,2023,,52609.0,100.0,,Census
"DTP, DTaP, or DT",,States,Kentucky,2023,91.0,52609.0,100.0,,Census
MMR,,States,Kentucky,2023,90.0,52609.0,100.0,,Census
Exemption,Non-Medical Exemption,States,Kentucky,2012,0.5,58466.0,,286.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2011,0.4,58185.0,,214.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2010,,,,,
Exemption,Non-Medical Exemption,States,Kentucky,2009,0.3,56526.0,,193.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2014,0.7,57884.0,,378.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2013,0.6,57857.0,,357.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2015,0.7,54353.0,,382.0,Census
Exemption,Any Exemption,States,Kentucky,2018,1.4,55587.0,,801.0,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2012,,130612.0,97.3,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2013,,126084.0,97.7,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2014,,129792.0,95.0,,Census (public). Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2020,,120995.0,89.0,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2019,,124548.0,97.8,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2013,,126084.0,97.7,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2014,97.5,129792.0,95.0,,Census (public). Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2015,,128290.0,92.0,,Census (public). Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,North Carolina,2011,,128854.0,95.4,,Census
Varicella,1 Dose (unknown disease history),States,North Carolina,2021,,118191.0,78.5,,Vol. response
Varicella,2 Doses (unknown disease history),States,North Carolina,2009,,116087.0,96.0,,Census
Varicella,2 Doses (unknown disease history),States,North Carolina,2010,,,,,
Varicella,2 Doses (unknown disease history),States,North Carolina,2011,,128854.0,95.4,,Census
MMR,,States,North Carolina,2009,,116087.0,96.0,,Census
MMR,,States,North Carolina,2010,,,,,
Varicella,UTD (unknown disease history),States,New Mexico,2021,93.6,20736.0,100.0,,Census
Varicella,UTD (unknown disease history),States,New Mexico,2020,95.3,20589.0,100.0,,Census
Exemption,Any Exemption,States,New Mexico,2021,1.4,20736.0,100.0,280.0,Census
Exemption,Any Exemption,States,New Mexico,2009,0.7,26318.0,,183.0,Random sample
Exemption,Non-Medical Exemption,States,New Mexico,2021,1.1,20736.0,100.0,222.0,Census
Exemption,Any Exemption,States,New Mexico,2020,0.9,20589.0,100.0,189.0,Census
Exemption,Any Exemption,States,New Mexico,2019,1.5,23087.0,,344.0,Census
Exemption,Any Exemption,States,New Mexico,2011,2.0,29159.0,,12.0,2-stage Cluster Sample
Exemption,Any Exemption,States,New Mexico,2017,1.7,26896.0,,445.0,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,New Mexico,2016,2.3,27119.0,,610.0,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,New Mexico,2010,,,,,
Exemption,Any Exemption,States,New Mexico,2018,1.5,25269.0,,388.0,Census
Exemption,Medical Exemption,States,New Mexico,2021,0.3,20736.0,100.0,58.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2012,0.2,29279.0,,27.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Mexico,2011,2.0,29159.0,,12.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Mexico,2010,,,,,
Exemption,Non-Medical Exemption,States,New Mexico,2009,0.7,26318.0,,183.0,Random sample
Exemption,Non-Medical Exemption,States,New Mexico,2014,1.2,29918.0,,347.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2013,0.9,30725.0,,277.0,Stratified  2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Mexico,2015,1.2,29049.0,,346.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2019,1.3,23087.0,,298.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2020,0.8,20589.0,100.0,166.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2018,1.2,25269.0,,303.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2017,1.5,26896.0,,394.0,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,New Mexico,2016,2.2,27119.0,,604.0,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,New Mexico,2023,94.4,20699.0,100.0,,Census
Hepatitis B,,States,New Mexico,2023,96.7,20699.0,100.0,,Census
Polio,,States,New Mexico,2023,95.0,20699.0,100.0,,Census
Exemption,Medical Exemption,States,New Mexico,2023,0.1,20699.0,100.0,29.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2023,1.4,20699.0,100.0,300.0,Census
Exemption,Any Exemption,States,New Mexico,2023,1.6,20699.0,100.0,329.0,Census
Varicella,UTD (unknown disease history),States,New Mexico,2023,94.4,20699.0,100.0,,Census
MMR (PAC),MMR (PAC),States,New Mexico,2023,98.4,,,,
MMR,,States,New Mexico,2023,95.0,20699.0,100.0,,Census
"DTP, DTaP, or DT",,States,New Mexico,2023,94.8,20699.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,New Mexico,2023,,20699.0,100.0,,Census
"DTP, DTaP, or DT",,States,New Mexico,2024,94.5,20180.0,100.0,,Census
MMR,,States,New Mexico,2024,94.8,20180.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,New Mexico,2024,,20180.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,New Mexico,2024,94.2,20180.0,100.0,,Census
Hepatitis B,,States,New Mexico,2024,96.3,20180.0,100.0,,Census
Polio,,States,New Mexico,2024,94.9,20180.0,100.0,,Census
Exemption,Medical Exemption,States,New Mexico,2024,0.1,20180.0,100.0,19.0,Census
Exemption,Any Exemption,States,New Mexico,2024,2.0,20180.0,100.0,401.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2024,1.9,20180.0,100.0,382.0,Census
Varicella,UTD (unknown disease history),States,New Mexico,2024,94.2,20180.0,100.0,,Census
MMR (PAC),MMR (PAC),States,New Mexico,2024,98.0,20180.0,100.0,,Census
Exemption,Medical Exemption,States,New Mexico,2009,,26318.0,,,Random sample
Polio,,States,New Mexico,2021,94.3,20736.0,100.0,,Census
Polio,,States,New Mexico,2020,95.7,20589.0,100.0,,Census
Exemption,Medical Exemption,States,New Mexico,2013,0.2,30725.0,,72.0,Stratified  2-stage cluster sample
Exemption,Medical Exemption,States,New Mexico,2012,0.2,29279.0,,20.0,2-stage Cluster Sample
Exemption,Medical Exemption,States,New Mexico,2011,0.1,29159.0,,0.0,2-stage Cluster Sample
Exemption,Medical Exemption,States,New Mexico,2010,,,,,
Exemption,Medical Exemption,States,New Mexico,2020,0.1,20589.0,100.0,23.0,Census
Exemption,Medical Exemption,States,New Mexico,2018,0.3,25269.0,,84.0,Census
Exemption,Medical Exemption,States,New Mexico,2019,0.2,23087.0,,46.0,Census
Exemption,Medical Exemption,States,New Mexico,2017,0.2,26896.0,,51.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,New Mexico,2016,0.1,27119.0,,6.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,New Mexico,2015,0.1,29049.0,,19.0,Census
Exemption,Medical Exemption,States,New Mexico,2014,0.1,29918.0,,18.0,Census
Polio,,States,New Mexico,2019,96.9,23087.0,100.0,,Census
Polio,,States,New Mexico,2017,94.8,26896.0,99.6,,Stratified 2-stage cluster sample
Polio,,States,New Mexico,2016,95.1,27119.0,4.5,,Stratified 2-stage cluster sample
Polio,,States,New Mexico,2018,96.1,25269.0,99.6,,Census
Polio,,States,New Mexico,2012,96.8,29279.0,3.3,,2-stage Cluster Sample
